,Join
5003,19185
5004,21493
5005,21533
5006,118538
5007,102426
5008,102075
5009,4793
5010,97068
5011,109032
5012,95154
5013,102359
5014,100594
5015,102450
5016,104108
5017,98798
5018,97004
5019,104133
5020,21575
5021,91709
5022,95185
5023,95215
5024,98838
5025,91740
5026,100588
5027,100599
5028,11462
5029,97014
5030,104157
5031,98839
5032,104156
5033,104175
5034,9684
5035,100584
5036,93522
5037,21459
5038,98874
5039,4355
5040,4936
5041,95170
5042,96972
5043,98824
5044,21577
5045,98847
5046,100540
5047,100545
5048,19189
5049,91762
5050,91773
5051,98885
5052,93446
5053,100515
5054,95151
5055,15250
5056,102355
5057,98814
5058,104122
5059,95196
5060,118539
5061,91958
5062,97274
5063,98833
5064,93510
5065,97041
5066,91758
5067,97277
5068,100583
5069,95255
5070,100528
5071,100833
5072,113638
5073,114390
5074,99225
5075,114393
5076,114407
5077,114409
5078,118541
5079,118542
5080,96957
5081,104109
5082,102356
5083,93479
5084,104570
5085,106067
5086,102761
5087,109329
5088,98886
5089,109330
5090,102342
5091,100529
5092,92056
5093,96140
5094,105091
5095,96138
5096,92610
5097,96133
5098,103793
5099,113645
5100,118543
5101,113646
5102,118544
5103,98878
5104,104030
5105,16683
5106,95242
5107,16706
5108,95266
5109,95257
5110,93555
5111,97053
5112,95156
5113,96989
5114,102308
5115,100934
5116,104100
5117,100960
5118,98745
5119,93537
5120,102726
5121,95256
5122,104099
5123,93439
5124,6393
5125,93470
5126,11592
5127,98791
5128,91939
5129,6412
5130,1085
5131,99237
5132,9002
5133,14212
5134,95561
5135,99244
5136,102451
5137,100616
5138,93561
5139,96958
5140,104092
5141,102377
5142,91711
5143,92076
5144,100959
5145,17081
5146,99238
5147,104564
5148,92087
5149,110452
5150,110454
5151,117900
5152,117901
5153,101885
5154,94647
5155,101884
5156,14026
5157,11441
5158,962
5159,27257
5160,27258
5161,27259
5162,1167
5163,27260
5164,27261
5165,27262
5166,27263
5167,27264
5168,96416
5169,99908
5170,98219
5171,101862
5172,97033
5173,103557
5174,105408
5175,100605
5176,94630
5177,101856
5178,945
5179,3868
5180,96397
5181,101831
5182,96396
5183,92869
5184,101830
5185,101829
5186,97051
5187,93552
5188,101828
5189,96395
5190,92868
5191,98191
5192,102309
5193,94603
5194,105369
5195,94602
5196,94601
5197,94600
5198,92864
5199,94599
5200,102322
5201,103950
5202,92863
5203,105366
5204,92858
5205,92857
5206,96389
5207,98181
5208,103948
5209,92856
5210,101817
5211,94596
5212,94595
5213,105361
5214,105362
5215,98164
5216,109339
5217,109340
5218,103509
5219,91739
5220,103507
5221,103508
5222,92840
5223,94576
5224,101792
5225,109349
5226,96865
5227,94575
5228,101791
5229,109350
5230,109352
5231,98634
5232,93528
5233,96361
5234,93554
5235,99976
5236,98764
5237,95164
5238,96360
5239,100520
5240,94573
5241,94567
5242,101786
5243,99236
5244,101787
5245,102376
5246,97430
5247,102730
5248,98782
5249,104557
5250,96995
5251,117904
5252,93827
5253,118563
5254,104544
5255,118564
5256,92104
5257,97498
5258,118565
5259,118566
5260,118568
5261,103276
5262,105089
5263,99726
5264,93456
5265,104111
5266,118569
5267,113650
5268,96137
5269,105087
5270,97922
5271,97921
5272,99196
5273,96132
5274,101762
5275,99949
5276,94355
5277,103270
5278,102427
5279,100509
5280,95543
5281,99223
5282,99211
5283,99210
5284,93854
5285,100407
5286,103267
5287,96118
5288,92584
5289,92583
5290,103265
5291,92582
5292,94324
5293,97894
5294,92581
5295,78261
5296,78262
5297,103968
5298,104588
5299,105063
5300,109354
5301,100440
5302,101522
5303,103238
5304,101521
5305,97892
5306,105281
5307,94652
5308,98800
5309,94651
5310,92924
5311,100042
5312,96307
5313,99569
5314,1822
5315,96451
5316,98258
5317,96450
5318,96446
5319,98255
5320,98254
5321,100039
5322,92919
5323,93863
5324,100041
5325,101688
5326,101320
5327,102305
5328,99881
5329,103592
5330,105453
5331,105745
5332,99408
5333,103569
5334,96415
5335,11503
5336,8998
5337,92894
5338,92125
5339,95564
5340,96414
5341,101860
5342,101861
5343,100011
5344,96412
5345,103562
5346,8853
5347,104595
5348,113651
5349,104579
5350,113652
5351,11614
5352,99995
5353,101826
5354,92867
5355,113654
5356,103538
5357,94604
5358,105376
5359,105375
5360,113655
5361,113656
5362,103967
5363,101816
5364,110442
5365,98671
5366,99979
5367,96341
5368,98152
5369,92818
5370,96340
5371,105319
5372,113659
5373,113660
5374,112299
5375,113658
5376,112300
5377,99725
5378,99724
5379,105088
5380,101544
5381,118570
5382,118571
5383,113667
5384,113668
5385,98257
5386,113669
5387,104031
5388,114077
5389,112303
5390,112304
5391,113273
5392,117905
5393,112305
5394,112306
5395,104650
5396,113670
5397,113671
5398,104649
5399,113672
5400,105374
5401,92865
5402,102828
5403,113673
5404,98190
5405,104941
5406,113674
5407,114487
5408,114488
5409,114489
5410,103616
5411,114490
5412,101112
5413,113678
5414,113675
5415,96359
5416,92836
5417,112309
5418,113679
5419,103621
5420,97872
5421,113676
5422,101130
5423,113677
5424,114375
5425,94358
5426,113681
5427,96136
5428,92609
5429,97926
5430,103275
5431,113682
5432,114376
5433,31713
5434,31714
5435,31715
5436,113683
5437,114377
5438,31716
5439,113686
5440,117908
5441,94322
5442,117909
5443,104022
5444,113687
5445,116765
5446,103568
5447,92899
5448,113689
5449,104033
5450,101859
5451,98221
5452,101858
5453,104697
5454,103637
5455,101855
5456,105407
5457,103555
5458,92890
5459,101854
5460,100008
5461,94629
5462,104691
5463,105413
5464,104068
5465,100007
5466,99669
5467,99668
5468,101825
5469,192539
5470,104694
5471,192540
5472,2021
5473,12464
5474,103510
5475,104695
5476,99728
5477,100101
5478,103640
5479,114386
5480,101057
5481,114389
5482,101187
5483,101939
5484,105293
5485,109361
5486,92579
5487,102276
5488,104005
5489,97402
5490,104593
5491,92137
5492,97329
5493,99153
5494,104490
5495,117830
5496,103153
5497,104063
5498,104512
5499,109362
5500,109364
5501,96926
5502,109366
5503,97363
5504,109367
5505,115599
5506,102242
5507,92166
5508,104531
5509,109368
5510,115600
5511,104603
5512,101000
5513,100900
5514,100901
5515,92041
5516,102685
5517,100925
5518,97273
5519,100827
5520,5153
5521,95542
5522,97262
5523,103639
5524,103991
5525,113695
5526,102680
5527,103990
5528,114579
5529,97352
5530,114580
5531,99188
5532,93709
5533,95521
5534,99105
5535,109369
5536,102272
5537,109370
5538,92094
5539,95605
5540,93884
5541,109371
5542,109372
5543,104624
5544,104625
5545,93900
5546,113705
5547,104438
5548,91965
5549,102626
5550,100849
5551,29672
5552,29673
5553,29674
5554,29675
5555,29676
5556,29677
5557,91975
5558,91992
5559,91912
5560,93766
5561,95401
5562,97214
5563,97243
5564,99948
5565,91941
5566,100803
5567,104014
5568,102638
5569,100841
5570,104399
5571,104403
5572,104413
5573,95438
5574,102652
5575,102660
5576,113708
5577,113709
5578,100818
5579,91947
5580,104029
5581,113712
5582,102582
5583,113696
5584,97326
5585,95415
5586,95584
5587,113697
5588,99083
5589,101033
5590,105487
5591,93914
5592,95583
5593,104469
5594,104468
5595,100794
5596,114594
5597,99090
5598,93732
5599,113718
5600,114596
5601,114606
5602,114608
5603,99869
5604,114616
5605,112540
5606,97293
5607,91993
5608,112541
5609,96408
5610,99138
5611,91983
5612,92709
5613,99065
5614,101430
5615,104398
5616,103746
5617,95970
5618,95971
5619,104405
5620,104408
5621,113713
5622,104415
5623,102617
5624,99106
5625,97264
5626,102631
5627,93728
5628,97285
5629,113714
5630,100861
5631,99145
5632,114610
5633,114611
5634,114613
5635,101630
5636,94431
5637,95425
5638,93721
5639,97992
5640,100834
5641,99115
5642,99100
5643,93703
5644,95422
5645,103356
5646,104426
5647,91960
5648,91959
5649,114599
5650,114600
5651,91969
5652,93733
5653,91948
5654,114619
5655,104423
5656,104424
5657,99114
5658,102028
5659,91971
5660,97286
5661,93734
5662,102632
5663,104441
5664,97294
5665,95419
5666,114601
5667,114602
5668,93711
5669,93710
5670,114623
5671,97278
5672,114624
5673,95434
5674,91972
5675,92676
5676,94413
5677,93741
5678,97295
5679,99123
5680,102633
5681,91970
5682,99124
5683,101407
5684,102639
5685,102640
5686,102643
5687,113700
5688,113715
5689,114604
5690,103475
5691,114605
5692,113716
5693,114665
5694,114666
5695,103474
5696,114674
5697,114652
5698,114653
5699,114675
5700,118589
5701,114625
5702,101350
5703,114642
5704,96322
5705,103476
5706,99935
5707,100851
5708,93748
5709,96256
5710,92803
5711,98134
5712,100859
5713,100852
5714,94548
5715,93747
5716,102644
5717,96321
5718,95456
5719,96205
5720,95445
5721,102653
5722,91984
5723,93746
5724,102656
5725,97303
5726,97304
5727,91985
5728,97312
5729,102657
5730,95447
5731,114689
5732,114690
5733,118593
5734,114682
5735,105299
5736,114696
5737,114698
5738,113702
5739,114691
5740,114683
5741,114685
5742,114692
5743,3625
5744,113703
5745,114658
5746,114659
5747,98674
5748,3655
5749,113719
5750,3656
5751,105297
5752,105512
5753,113720
5754,114660
5755,114661
5756,114693
5757,114694
5758,114695
5759,114700
5760,114702
5761,114662
5762,114663
5763,3738
5764,6276
5765,114704
5766,118612
5767,118613
5768,114705
5769,91999
5770,95386
5771,91914
5772,109374
5773,99067
5774,99076
5775,105476
5776,109375
5777,114709
5778,93769
5779,92012
5780,100876
5781,114710
5782,92009
5783,114711
5784,91915
5785,99077
5786,104388
5787,114712
5788,91923
5789,93691
5790,99084
5791,104454
5792,104453
5793,93679
5794,97216
5795,104364
5796,99066
5797,114728
5798,104387
5799,97237
5800,99078
5801,95391
5802,104396
5803,114730
5804,92000
5805,100868
5806,97319
5807,95462
5808,95463
5809,109376
5810,109377
5811,114736
5812,95389
5813,102593
5814,95390
5815,91924
5816,100869
5817,104362
5818,93680
5819,113732
5820,100796
5821,114721
5822,97234
5823,100797
5824,102608
5825,114722
5826,114723
5827,104400
5828,100807
5829,101334
5830,100789
5831,104363
5832,114738
5833,114739
5834,114740
5835,114742
5836,80377
5837,8879
5838,104598
5839,6427
5840,18425
5841,10722
5842,9023
5843,104483
5844,118615
5845,118616
5846,19020
5847,114744
5848,109379
5849,114745
5850,114747
5851,114748
5852,114751
5853,109380
5854,109381
5855,114752
5856,14898
5857,14007
5858,109382
5859,16395
5860,114753
5861,6140
5862,10719
5863,7082
5864,6124
5865,18873
5866,93695
5867,104402
5868,99093
5869,104409
5870,114754
5871,114755
5872,97261
5873,114758
5874,114759
5875,95591
5876,99089
5877,100811
5878,91937
5879,93696
5880,104889
5881,95407
5882,91942
5883,99094
5884,104416
5885,91950
5886,99101
5887,93705
5888,104410
5889,99092
5890,102615
5891,97255
5892,95416
5893,91951
5894,91952
5895,104418
5896,99103
5897,102618
5898,97265
5899,93712
5900,97266
5901,102611
5902,99095
5903,16678
5904,9708
5905,3773
5906,8855
5907,6262
5908,114774
5909,114775
5910,114776
5911,114777
5912,118620
5913,114780
5914,114781
5915,8618
5916,114782
5917,114784
5918,11302
5919,11692
5920,118621
5921,118622
5922,103453
5923,99907
5924,103452
5925,94526
5926,786
5927,113735
5928,20601
5929,21633
5930,21651
5931,15389
5932,13751
5933,5013
5934,20594
5935,19025
5936,20593
5937,93723
5938,91961
5939,93713
5940,97267
5941,109392
5942,109393
5943,99110
5944,97281
5945,104434
5946,104433
5947,109395
5948,93729
5949,17914
5950,102635
5951,109396
5952,109398
5953,109399
5954,109401
5955,109402
5956,113731
5957,102641
5958,95435
5959,99874
5960,113736
5961,113737
5962,91963
5963,109405
5964,99108
5965,109407
5966,91964
5967,4935
5968,109409
5969,93735
5970,113742
5971,29715
5972,29716
5973,113738
5974,6080
5975,29718
5976,29719
5977,113739
5978,93736
5979,114801
5980,114802
5981,114803
5982,112550
5983,114804
5984,114806
5985,114808
5986,114809
5987,114810
5988,114811
5989,114812
5990,114813
5991,114814
5992,114815
5993,109411
5994,109412
5995,114816
5996,109414
5997,12707
5998,92694
5999,105183
6000,103355
6001,105182
6002,109415
6003,105731
6004,109416
6005,99808
6006,109417
6007,114818
6008,94288
6009,103673
6010,95607
6011,101975
6012,109420
6013,109421
6014,114819
6015,114820
6016,114821
6017,114822
6018,114823
6019,98224
6020,106739
6021,93091
6022,109384
6023,109385
6024,109387
6025,109388
6026,109390
6027,109422
6028,106743
6029,106744
6030,109424
6031,29724
6032,29725
6033,109425
6034,106745
6035,114827
6036,93737
6037,93745
6038,109429
6039,102646
6040,95443
6041,97297
6042,109430
6043,109432
6044,102647
6045,109433
6046,109435
6047,109436
6048,114829
6049,114830
6050,114832
6051,114833
6052,104440
6053,109438
6054,109439
6055,109455
6056,109456
6057,109459
6058,109460
6059,19164
6060,15415
6061,17981
6062,7742
6063,20618
6064,17980
6065,12876
6066,15396
6067,20600
6068,109462
6069,15395
6070,12875
6071,117911
6072,117912
6073,17975
6074,12860
6075,20586
6076,115667
6077,109440
6078,109441
6079,5009
6080,109442
6081,20585
6082,109443
6083,12859
6084,12824
6085,12823
6086,12822
6087,2390
6088,10314
6089,109450
6090,109451
6091,109452
6092,109463
6093,102852
6094,93932
6095,97470
6096,94284
6097,92725
6098,92724
6099,95587
6100,98021
6101,98022
6102,94300
6103,92723
6104,92962
6105,99683
6106,101654
6107,101936
6108,103380
6109,109033
6110,99321
6111,29730
6112,29731
6113,94738
6114,102814
6115,7585
6116,101627
6117,112556
6118,112558
6119,99673
6120,100206
6121,109467
6122,109468
6123,112560
6124,112561
6125,105036
6126,91635
6127,112563
6128,105035
6129,104028
6130,92554
6131,103945
6132,112565
6133,112566
6134,117915
6135,117916
6136,101507
6137,112568
6138,104048
6139,112569
6140,102048
6141,10416
6142,5067
6143,18022
6144,102318
6145,21759
6146,102817
6147,93135
6148,103760
6149,92192
6150,98738
6151,100260
6152,12890
6153,96888
6154,17995
6155,21487
6156,21682
6157,21647
6158,21513
6159,2466
6160,101074
6161,102818
6162,98684
6163,95650
6164,100457
6165,102849
6166,109469
6167,101068
6168,109472
6169,104642
6170,98643
6171,113827
6172,105938
6173,102319
6174,105940
6175,92184
6176,103943
6177,92186
6178,105941
6179,105943
6180,105942
6181,105953
6182,105951
6183,95644
6184,104428
6185,93936
6186,101201
6187,99333
6188,105956
6189,105952
6190,105958
6191,96229
6192,105211
6193,96209
6194,104990
6195,118834
6196,99141
6197,118835
6198,103379
6199,118466
6200,104943
6201,95622
6202,95621
6203,101644
6204,105154
6205,105034
6206,20381
6207,20380
6208,17731
6209,104946
6210,93930
6211,102349
6212,102735
6213,20617
6214,2463
6215,92474
6216,12889
6217,10392
6218,20616
6219,95788
6220,15414
6221,5035
6222,20615
6223,15413
6224,92167
6225,91729
6226,102799
6227,99328
6228,99327
6229,21645
6230,21465
6231,21463
6232,12864
6233,91990
6234,7737
6235,17973
6236,12858
6237,91988
6238,7732
6239,10355
6240,5006
6241,12857
6242,21529
6243,17961
6244,10352
6245,2428
6246,21573
6247,21597
6248,20540
6249,99322
6250,99681
6251,104167
6252,109240
6253,113746
6254,109241
6255,109473
6256,109475
6257,113748
6258,109477
6259,109246
6260,109479
6261,109480
6262,103650
6263,109482
6264,109483
6265,117921
6266,109485
6267,109486
6268,117922
6269,109488
6270,109489
6271,109491
6272,109492
6273,118334
6274,109247
6275,106665
6276,109248
6277,117923
6278,118335
6279,117924
6280,118623
6281,118624
6282,118625
6283,118626
6284,117925
6285,118627
6286,117926
6287,118628
6288,113762
6289,113763
6290,113764
6291,106666
6292,113767
6293,113768
6294,102299
6295,113769
6296,101049
6297,109494
6298,109495
6299,109498
6300,109499
6301,116353
6302,183781
6303,118551
6304,118339
6305,109500
6306,109501
6307,109502
6308,109503
6309,114841
6310,114842
6311,118340
6312,106664
6313,112252
6314,166634
6315,92695
6316,105988
6317,105984
6318,105989
6319,105986
6320,105982
6321,113771
6322,113772
6323,118843
6324,113773
6325,118844
6326,113774
6327,113775
6328,118845
6329,118846
6330,109504
6331,109505
6332,118847
6333,105985
6334,105983
6335,94564
6336,101765
6337,96336
6338,103488
6339,105316
6340,96335
6341,146376
6342,103628
6343,118343
6344,103627
6345,118848
6346,118344
6347,106667
6348,118849
6349,96294
6350,99905
6351,99904
6352,94521
6353,98106
6354,101723
6355,103446
6356,108303
6357,105213
6358,76887
6359,76888
6360,101663
6361,76890
6362,76891
6363,103382
6364,105210
6365,106752
6366,115057
6367,106753
6368,118345
6369,106755
6370,115058
6371,106756
6372,108307
6373,112331
6374,112332
6375,118346
6376,106757
6377,112333
6378,112334
6379,106759
6380,112335
6381,118347
6382,102036
6383,117831
6384,106669
6385,112572
6386,112573
6387,112574
6388,112575
6389,15432
6390,10414
6391,5064
6392,112576
6393,112577
6394,12895
6395,12894
6396,12893
6397,10394
6398,109508
6399,109509
6400,112578
6401,118348
6402,112581
6403,109510
6404,109511
6405,106761
6406,109512
6407,109513
6408,112583
6409,112584
6410,112585
6411,106762
6412,112589
6413,112591
6414,112592
6415,112593
6416,112594
6417,112595
6418,112596
6419,112597
6420,101075
6421,93698
6422,112347
6423,112598
6424,112599
6425,9931
6426,112600
6427,112601
6428,108315
6429,106764
6430,108308
6431,97496
6432,112602
6433,99331
6434,104644
6435,106763
6436,112603
6437,112604
6438,109255
6439,114117
6440,101730
6441,101045
6442,112605
6443,112606
6444,95574
6445,102820
6446,112607
6447,99325
6448,95515
6449,2020
6450,108309
6451,112610
6452,112611
6453,109256
6454,15347
6455,12804
6456,20527
6457,4938
6458,15346
6459,20526
6460,15345
6461,7643
6462,97493
6463,100822
6464,104756
6465,109257
6466,112615
6467,112616
6468,112617
6469,112619
6470,112620
6471,112624
6472,112625
6473,112629
6474,7593
6475,112349
6476,118351
6477,107479
6478,106767
6479,109258
6480,106769
6481,109259
6482,31996
6483,31997
6484,106765
6485,109262
6486,109518
6487,109519
6488,118354
6489,109264
6490,109265
6491,109266
6492,101656
6493,112357
6494,112358
6495,114844
6496,114845
6497,99833
6498,101355
6499,109535
6500,109536
6501,109537
6502,114846
6503,109538
6504,109541
6505,118355
6506,118553
6507,32008
6508,32009
6509,104277
6510,32010
6511,32011
6512,94473
6513,105181
6514,104366
6515,118554
6516,128411
6517,109522
6518,109523
6519,118555
6520,32012
6521,32013
6522,109525
6523,109526
6524,109528
6525,109529
6526,96319
6527,99894
6528,99888
6529,101755
6530,105298
6531,96318
6532,96317
6533,103473
6534,98133
6535,105981
6536,105279
6537,109531
6538,109548
6539,96297
6540,98114
6541,32006
6542,32007
6543,109550
6544,109551
6545,109553
6546,109554
6547,109556
6548,109558
6549,32017
6550,32018
6551,32019
6552,10324
6553,2399
6554,4965
6555,17922
6556,32020
6557,32021
6558,92627
6559,92757
6560,96253
6561,97965
6562,98060
6563,102610
6564,109561
6565,109562
6566,112359
6567,108326
6568,112360
6569,104910
6570,76905
6571,76906
6572,102041
6573,109566
6574,109567
6575,76908
6576,76909
6577,112641
6578,112642
6579,76914
6580,76915
6581,109576
6582,109577
6583,109579
6584,101374
6585,112643
6586,112644
6587,109580
6588,109583
6589,101165
6590,103353
6591,118358
6592,109584
6593,112649
6594,112650
6595,112651
6596,112652
6597,112653
6598,112654
6599,112655
6600,112656
6601,109588
6602,98452
6603,109589
6604,103352
6605,112657
6606,112658
6607,112659
6608,112660
6609,112661
6610,109594
6611,109597
6612,112662
6613,112668
6614,109600
6615,109601
6616,109602
6617,109603
6618,112665
6619,112666
6620,112667
6621,112671
6622,109608
6623,109609
6624,109610
6625,109611
6626,112669
6627,112670
6628,32033
6629,32034
6630,102064
6631,103450
6632,99906
6633,96295
6634,98110
6635,112672
6636,112673
6637,112675
6638,112708
6639,102053
6640,109269
6641,112709
6642,94030
6643,99155
6644,101200
6645,99184
6646,104669
6647,100903
6648,95666
6649,95485
6650,103071
6651,17905
6652,12812
6653,4952
6654,4951
6655,2383
6656,10301
6657,4949
6658,17904
6659,10300
6660,2382
6661,10298
6662,2367
6663,95523
6664,15343
6665,10297
6666,17894
6667,94475
6668,95563
6669,92049
6670,95663
6671,95914
6672,98059
6673,97390
6674,92727
6675,96031
6676,99873
6677,97415
6678,99557
6679,97449
6680,100962
6681,93802
6682,92446
6683,101363
6684,92200
6685,101376
6686,100996
6687,7636
6688,95479
6689,96022
6690,32037
6691,32038
6692,93813
6693,96228
6694,97504
6695,99631
6696,95531
6697,99642
6698,101371
6699,92077
6700,92494
6701,101418
6702,97413
6703,103095
6704,93786
6705,109632
6706,109633
6707,94125
6708,97588
6709,97441
6710,95936
6711,99428
6712,104482
6713,109635
6714,109636
6715,112689
6716,97742
6717,100954
6718,95915
6719,104726
6720,94133
6721,112690
6722,97722
6723,112691
6724,114890
6725,114891
6726,93946
6727,92064
6728,97723
6729,93860
6730,104868
6731,92061
6732,94037
6733,92080
6734,100498
6735,105513
6736,99431
6737,102758
6738,92433
6739,104721
6740,94151
6741,109641
6742,99633
6743,100918
6744,103802
6745,105172
6746,117933
6747,99207
6748,101410
6749,97442
6750,104871
6751,100930
6752,97451
6753,94126
6754,92506
6755,103143
6756,93812
6757,109645
6758,99350
6759,97393
6760,99634
6761,93821
6762,99595
6763,93964
6764,100970
6765,101617
6766,99359
6767,104586
6768,101336
6769,103343
6770,104608
6771,92204
6772,93782
6773,95661
6774,104506
6775,101082
6776,92063
6777,99552
6778,100940
6779,94141
6780,92411
6781,93815
6782,99637
6783,109652
6784,97745
6785,93893
6786,95942
6787,93781
6788,101249
6789,102683
6790,103068
6791,109654
6792,109657
6793,109658
6794,109660
6795,94333
6796,109661
6797,100989
6798,109666
6799,109671
6800,7696
6801,97897
6802,4962
6803,20543
6804,2397
6805,103224
6806,10322
6807,15357
6808,10321
6809,7695
6810,17918
6811,7682
6812,7681
6813,17902
6814,17900
6815,99249
6816,99691
6817,101528
6818,102274
6819,97239
6820,103102
6821,103113
6822,103207
6823,95403
6824,104060
6825,20522
6826,94611
6827,101591
6828,101592
6829,104890
6830,104934
6831,105420
6832,106006
6833,106016
6834,106018
6835,106020
6836,106024
6837,106026
6838,106028
6839,102728
6840,102725
6841,95918
6842,100981
6843,103168
6844,97432
6845,94401
6846,97250
6847,109680
6848,109681
6849,114922
6850,92017
6851,95751
6852,92202
6853,17803
6854,97582
6855,95469
6856,100812
6857,114926
6858,112716
6859,101526
6860,95483
6861,103413
6862,104911
6863,92071
6864,93852
6865,102729
6866,2224
6867,4800
6868,10145
6869,117935
6870,102005
6871,117936
6872,102294
6873,96104
6874,104243
6875,96157
6876,105112
6877,94414
6878,94343
6879,92677
6880,96106
6881,92558
6882,98136
6883,101558
6884,102788
6885,102924
6886,92804
6887,102614
6888,95440
6889,99733
6890,91980
6891,95780
6892,100857
6893,104654
6894,105992
6895,99638
6896,94563
6897,97325
6898,98150
6899,98149
6900,101763
6901,92814
6902,96120
6903,103486
6904,76932
6905,92813
6906,94332
6907,105990
6908,97820
6909,97215
6910,106004
6911,109693
6912,96212
6913,102591
6914,109694
6915,109701
6916,109702
6917,105100
6918,91913
6919,96181
6920,92596
6921,2432
6922,10360
6923,17968
6924,10359
6925,17967
6926,2431
6927,17966
6928,2430
6929,7734
6930,96145
6931,93689
6932,99738
6933,93688
6934,94408
6935,99739
6936,104393
6937,91940
6938,105105
6939,109705
6940,92456
6941,92455
6942,96185
6943,91927
6944,101157
6945,104794
6946,99628
6947,109711
6948,109712
6949,97973
6950,93686
6951,95394
6952,97523
6953,10057
6954,9543
6955,1651
6956,2315
6957,10366
6958,13564
6959,12234
6960,97525
6961,15126
6962,99599
6963,20309
6964,14253
6965,10228
6966,17079
6967,21702
6968,21690
6969,99591
6970,17175
6971,4227
6972,109053
6973,15388
6974,17701
6975,12454
6976,108698
6977,109054
6978,7054
6979,7069
6980,10357
6981,99352
6982,19359
6983,1657
6984,19924
6985,9100
6986,7049
6987,572
6988,18035
6989,12933
6990,1766
6991,100257
6992,9683
6993,2459
6994,21705
6995,17822
6996,101697
6997,10404
6998,17782
6999,109729
7000,11108
7001,15242
7002,499
7003,109731
7004,109732
7005,7767
7006,104874
7007,105333
7008,21661
7009,21561
7010,76934
7011,2267
7012,21481
7013,106050
7014,117937
7015,101576
7016,117938
7017,105126
7018,4224
7019,6240
7020,12614
7021,17332
7022,16546
7023,12867
7024,20005
7025,105357
7026,105355
7027,103515
7028,107521
7029,102206
7030,11025
7031,118643
7032,105944
7033,105948
7034,105946
7035,114950
7036,114952
7037,113399
7038,114954
7039,101804
7040,105350
7041,114959
7042,118644
7043,106057
7044,114963
7045,118645
7046,106553
7047,98727
7048,103089
7049,112697
7050,112698
7051,112701
7052,112702
7053,114979
7054,102216
7055,114983
7056,101088
7057,99560
7058,99273
7059,112365
7060,93792
7061,92047
7062,92439
7063,104533
7064,112366
7065,92079
7066,99589
7067,97417
7068,97730
7069,93887
7070,101208
7071,93773
7072,97758
7073,97444
7074,102164
7075,92033
7076,94144
7077,102943
7078,103104
7079,99202
7080,99429
7081,97445
7082,94140
7083,92412
7084,95665
7085,95473
7086,92416
7087,100963
7088,109737
7089,109738
7090,101089
7091,99158
7092,103103
7093,93801
7094,97757
7095,102695
7096,95968
7097,95486
7098,105976
7099,105977
7100,94537
7101,104605
7102,101851
7103,96306
7104,109210
7105,109743
7106,109761
7107,97933
7108,93942
7109,104945
7110,92555
7111,102860
7112,96299
7113,99686
7114,104679
7115,112363
7116,112364
7117,105999
7118,105997
7119,112368
7120,104737
7121,102851
7122,112369
7123,97981
7124,99205
7125,109757
7126,104558
7127,109758
7128,98066
7129,109759
7130,111804
7131,103240
7132,105062
7133,103079
7134,102168
7135,92647
7136,99179
7137,105162
7138,95522
7139,99365
7140,95527
7141,103922
7142,104668
7143,92585
7144,96153
7145,92663
7146,99353
7147,101212
7148,99399
7149,94153
7150,93835
7151,104883
7152,105337
7153,118853
7154,101182
7155,101173
7156,97743
7157,100313
7158,92271
7159,99645
7160,101641
7161,101599
7162,95517
7163,94405
7164,97830
7165,104520
7166,95973
7167,104738
7168,118854
7169,118855
7170,102833
7171,118856
7172,97721
7173,104569
7174,100979
7175,103166
7176,104575
7177,103297
7178,92121
7179,118859
7180,16797
7181,105191
7182,95916
7183,93700
7184,94404
7185,95417
7186,118860
7187,93702
7188,118861
7189,101128
7190,94149
7191,93701
7192,102756
7193,92491
7194,102124
7195,97947
7196,99763
7197,105124
7198,99762
7199,102926
7200,102923
7201,102747
7202,101175
7203,102913
7204,100899
7205,109771
7206,92241
7207,97345
7208,103572
7209,103167
7210,97344
7211,105773
7212,105776
7213,105194
7214,92666
7215,92665
7216,96050
7217,104574
7218,109779
7219,109780
7220,21695
7221,104582
7222,105076
7223,97907
7224,109782
7225,9539
7226,497
7227,116127
7228,14264
7229,2238
7230,5803
7231,114996
7232,4366
7233,18317
7234,116129
7235,2065
7236,8497
7237,115000
7238,1791
7239,99370
7240,118361
7241,92639
7242,101575
7243,97946
7244,103307
7245,99761
7246,92638
7247,92637
7248,15016
7249,12732
7250,978
7251,94380
7252,92607
7253,101573
7254,101574
7255,103306
7256,105519
7257,102866
7258,95693
7259,102530
7260,118362
7261,101070
7262,95750
7263,100826
7264,101878
7265,93720
7266,103554
7267,92889
7268,99120
7269,96154
7270,102628
7271,94370
7272,115007
7273,92892
7274,96115
7275,97890
7276,102630
7277,105791
7278,97885
7279,105743
7280,99697
7281,105058
7282,100858
7283,102882
7284,105057
7285,105192
7286,102914
7287,104452
7288,92270
7289,102916
7290,93755
7291,92424
7292,93750
7293,95752
7294,100875
7295,118646
7296,118647
7297,118648
7298,118649
7299,112678
7300,76937
7301,115027
7302,112377
7303,112378
7304,112679
7305,98188
7306,95959
7307,112379
7308,112380
7309,10111
7310,20043
7311,8989
7312,9692
7313,12199
7314,16702
7315,2389
7316,6411
7317,17703
7318,1082
7319,112383
7320,112681
7321,10351
7322,4859
7323,10167
7324,76941
7325,17704
7326,2380
7327,19324
7328,9629
7329,101406
7330,20592
7331,15382
7332,112385
7333,112386
7334,4811
7335,3641
